Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,6,8,1,1,2,2,1,0,1,0,0,0,1,PKR8.5 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.55 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,0,0,0,0,0,1,PKR11.3 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,6,1,1,1,2,1,1,1,1,0,1,1,PKR20.5 Crore
"DHA Defence, Karachi, Sindh",700 Sq. Yd.,6,6,1,1,0,1,1,0,0,0,0,0,1,PKR18 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.68 Crore
"DHA Defence, Karachi, Sindh",300 Sq. Yd.,6,5,1,1,1,2,1,0,0,0,0,0,1,PKR7.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,0,1,1,1,0,0,0,0,0,1,PKR21 Crore
"DHA Defence, Karachi, Sindh",300 Sq. Yd.,4,4,1,1,0,0,1,1,1,1,0,1,1,PKR6.75 Crore
"DHA Defence, Karachi, Sindh",600 Sq. Yd.,-,-,0,0,1,1,0,0,0,0,0,0,0,PKR13.5 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,5,4,0,0,0,1,0,0,0,0,0,0,0,PKR5.25 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR8.5 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR8.5 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,5,4,1,1,1,1,1,1,1,1,0,1,1,PKR3 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,5,4,1,1,1,1,1,1,1,1,0,1,1,PKR3.25 Crore
"Cantt, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,1,1,1,1,1,0,1,1,PKR8.7 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,7,5,1,0,0,1,1,0,0,0,0,0,0,PKR7.5 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,7,5,1,0,0,1,1,0,0,0,0,0,0,PKR7.45 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,6,5,1,0,0,1,1,0,0,0,0,0,0,PKR7.5 Crore
"DHA Defence, Karachi, Sindh",120 Sq. Yd.,4,4,1,0,1,1,1,0,1,0,0,0,1,PKR4.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,0,2,2,1,0,1,0,0,0,1,PKR8.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR8.5 Crore
"Naya Nazimabad, Karachi, Sindh",240 Sq. Yd.,5,5,1,1,0,2,1,0,1,0,0,1,1,PKR5.05 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,5,5,1,0,1,1,1,0,0,0,0,0,0,PKR3.65 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,4,3,1,0,0,1,1,0,0,0,0,0,0,PKR3.7 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,1,1,1,2,1,0,1,0,0,1,1,PKR14 Crore
"DHA Defence, Karachi, Sindh",120 Sq. Yd.,5,4,1,1,1,1,1,1,1,1,0,1,1,PKR5 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.75 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.55 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,1,1,1,1,1,1,1,0,0,1,1,PKR7.55 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.2 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR3.8 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.5 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9.5 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,4,1,0,1,1,1,1,1,0,0,0,1,PKR7.85 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,6,5,1,0,0,1,1,0,0,0,0,0,0,PKR7.45 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,6,5,1,0,1,1,1,1,1,0,0,1,0,PKR7.45 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,6,4,1,1,2,2,1,1,1,1,0,1,1,PKR2.2 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,1,0,0,0,1,0,0,0,0,0,0,PKR2.02 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.67 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.42 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR2.22 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.62 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR11.25 Crore
"DHA Defence, Karachi, Sindh",380 Sq. Yd.,4,4,1,1,1,1,1,0,1,0,0,1,1,PKR6.1 Crore
"Scheme 33, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR6.5 Crore
"Scheme 33, Karachi, Sindh",225 Sq. Yd.,5,5,0,1,1,2,1,0,1,0,0,0,1,PKR8 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,6,6,1,0,0,2,1,0,0,0,0,1,0,PKR4.5 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,8,7,1,0,0,2,1,0,0,0,0,0,0,PKR10.5 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,1,0,0,2,1,0,0,0,0,0,1,PKR1.9 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,1,0,0,0,0,0,0,0,PKR7.25 Crore
"DHA Defence, Karachi, Sindh",600 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR9.85 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",80 Sq. Yd.,6,6,1,0,0,3,0,0,0,0,0,0,0,PKR2.4 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,1,1,1,1,1,1,1,0,0,1,1,PKR7.6 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,1,1,1,1,1,0,1,0,0,1,1,PKR7.75 Crore
"DHA Defence, Karachi, Sindh",120 Sq. Yd.,6,4,1,1,0,1,1,0,1,0,0,1,1,PKR6.25 Crore
"North Nazimabad, Karachi, Sindh",600 Sq. Yd.,-,9,1,0,2,5,1,0,1,0,0,0,1,PKR9 Crore
"Federal B Area, Karachi, Sindh",200 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,0,PKR3.65 Crore
"Jamshed Town, Karachi, Sindh",240 Sq. Yd.,-,7,1,0,1,2,1,0,1,0,0,1,0,PKR8 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.3 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.72 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.32 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,0,1,0,0,0,0,0,0,PKR4.27 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.57 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,0,0,1,0,0,0,0,0,0,PKR1.37 Crore
"Cantt, Karachi, Sindh","3,000 Sq. Yd.",4,4,0,0,0,0,0,0,0,0,0,0,0,PKR4.9 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR4.4 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR4.4 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR9.75 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR9.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR12 Crore
"DHA Defence, Karachi, Sindh",300 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR11.6 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,0,1,0,0,0,0,0,0,0,PKR1.7 Crore
"Cantt, Karachi, Sindh",427 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR8.95 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,8,8,1,0,0,2,1,0,0,0,0,0,0,PKR10.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR16.5 Crore
"Jamshed Town, Karachi, Sindh",250 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR8.25 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,6,1,0,0,2,1,0,0,0,0,1,0,PKR20 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,1,PKR1.45 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,4,3,1,0,1,1,1,0,1,0,0,1,0,PKR1.75 Crore
"Cantt, Karachi, Sindh",133 Sq. Yd.,2,2,1,1,0,1,1,0,1,0,0,0,1,PKR1.5 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.74 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR2.31 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.58 Crore
"Naya Nazimabad, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.7 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,7,0,0,0,0,0,0,0,0,0,0,0,PKR4.9 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,1,0,0,0,0,0,0,0,PKR7.1 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,7,1,1,0,0,1,1,1,1,0,1,1,PKR11.5 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,5,4,1,1,1,1,1,0,1,0,0,0,1,PKR4 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,5,4,1,1,1,1,1,0,1,0,0,0,1,PKR4 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,2,2,1,0,0,1,1,0,0,0,0,0,0,PKR1.95 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,2,2,1,0,1,1,1,0,0,0,0,0,1,PKR8.3 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.8 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR12.5 Crore
"DHA Defence, Karachi, Sindh",300 Sq. Yd.,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR11.5 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,4,4,1,1,1,1,1,1,1,1,0,1,1,PKR3.8 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,1,0,0,1,1,0,0,0,0,0,0,PKR2 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.7 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,1,1,0,0,0,0,0,0,0,PKR2.2 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,1,1,0,0,0,0,0,0,0,PKR4.8 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9.5 Crore
"Gulshan-e-Jami, Karachi, Sindh",310 Sq. Yd.,6,6,1,0,0,3,1,0,0,0,0,0,0,PKR6 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,7,1,1,2,2,1,1,1,1,0,1,1,PKR19 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.85 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.83 Crore
"Naya Nazimabad, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.7 Crore
"Naya Nazimabad, Karachi, Sindh",160 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.3 Crore
"Naya Nazimabad, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.7 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,1,0,1,2,1,0,1,0,0,1,1,PKR18.5 Crore
"KN Gohar Green City, Karachi, Sindh",120 Sq. Yd.,2,2,1,0,0,1,1,0,0,0,0,0,0,PKR1.55 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.6 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.2 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,5,4,1,1,2,2,1,0,0,0,0,0,1,PKR2.05 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,4,3,1,1,1,1,1,0,0,0,0,0,1,PKR1.7 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR90 Lakh
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.3 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.3 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.35 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",120 Sq. Yd.,6,6,1,1,1,3,1,0,0,0,0,0,1,PKR3.25 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,1,0,0,2,1,0,0,0,0,0,1,PKR1.95 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,0,2,1,0,1,0,0,0,1,PKR1.76 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",400 Sq. Yd.,8,8,1,1,0,2,1,0,1,0,0,1,0,PKR8.5 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",650 Sq. Yd.,6,6,1,1,1,2,1,0,1,0,0,1,1,PKR17 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,1,1,1,1,1,0,1,0,0,1,1,PKR14.75 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,3,3,1,0,0,1,1,0,0,0,0,0,0,PKR4.4 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,0,2,1,0,1,0,0,0,1,PKR1.85 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,1,0,0,1,1,0,0,0,0,0,0,PKR90 Lakh
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,1,1,0,0,0,0,0,0,0,1,PKR9.3 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,6,1,1,1,3,1,1,1,1,0,1,1,PKR20 Crore
"Bahria Town Karachi, Karachi, Sindh",250 Sq. Yd.,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR3.2 Crore
"KN Gohar Green City, Karachi, Sindh",80 Sq. Yd.,2,2,1,0,0,1,0,0,0,0,0,0,0,PKR98 Lakh
"Clifton, Karachi, Sindh",422 Sq. Yd.,4,4,1,1,1,2,1,0,1,1,0,1,1,PKR6.6 Crore
"DHA Defence, Karachi, Sindh",200 Sq. Yd.,4,4,0,0,0,2,1,0,0,0,0,0,1,PKR4.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,1,1,2,2,1,0,1,0,0,0,1,PKR7.75 Crore
"North Karachi, Karachi, Sindh",120 Sq. Yd.,6,6,1,0,1,3,1,0,0,1,0,1,1,PKR2.3 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.4 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.45 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.55 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.57 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.6 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.36 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.48 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9.8 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,6,7,1,0,2,3,1,0,0,0,0,0,0,PKR7.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,2,1,0,1,0,0,1,1,PKR12 Crore
"Gadap Town, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,0,2,1,0,1,0,0,0,1,PKR1.85 Crore
"Gadap Town, Karachi, Sindh",200 Sq. Yd.,6,6,1,1,0,2,1,0,1,0,0,0,1,PKR3.3 Crore
"Gadap Town, Karachi, Sindh",240 Sq. Yd.,8,6,1,1,0,2,1,0,1,0,0,0,1,PKR3.9 Crore
"DHA Defence, Karachi, Sindh",120 Sq. Yd.,5,4,1,1,1,1,1,1,1,1,0,1,1,PKR5.5 Crore
"Gadap Town, Karachi, Sindh",80 Sq. Yd.,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR85 Lakh
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,7,1,1,1,1,1,0,1,1,0,1,1,PKR15.5 Crore
"Northern Bypass, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR8.75 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,1,0,1,1,1,1,1,0,0,1,0,PKR2.1 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,1,1,1,1,1,0,0,1,0,PKR1.45 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,0,0,1,1,1,1,0,1,1,PKR2.85 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR3.7 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",80 Sq. Yd.,4,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.8 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,1,1,0,1,1,0,1,1,PKR14.5 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",475 Sq. Yd.,5,5,1,0,1,1,1,0,0,1,0,0,1,PKR22 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.56 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.4 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.45 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.55 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.57 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.6 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.36 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",200 Sq. Yd.,7,6,1,0,0,2,1,0,0,0,0,0,0,PKR3.5 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.35 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR1.9 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR17 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,-,0,0,0,0,0,0,0,0,1,0,0,PKR10 Crore
"Cantt, Karachi, Sindh",133 Sq. Yd.,4,4,1,1,0,2,1,0,1,0,0,0,1,PKR2.1 Crore
"Bin Qasim Town, Karachi, Sindh",100 Sq. Yd.,6,6,1,1,0,3,1,0,1,0,0,0,1,PKR1.8 Crore
"Bin Qasim Town, Karachi, Sindh",65 Sq. Yd.,5,4,1,1,0,2,0,0,1,0,0,0,1,PKR1.15 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,4,1,1,1,1,1,1,0,0,0,1,1,PKR9.25 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR14 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,2,1,0,1,1,0,1,1,PKR4.15 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,1,1,0,2,1,1,1,1,0,1,1,PKR1.55 Crore
"North Karachi, Karachi, Sindh",80 Sq. Yd.,4,4,1,0,0,0,1,0,0,0,0,0,1,PKR1.38 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,0,0,0,0,0,1,PKR9.5 Crore
"DHA Defence, Karachi, Sindh",150 Sq. Yd.,5,5,0,1,1,1,1,0,0,0,0,1,1,PKR5.1 Crore
"DHA Defence, Karachi, Sindh","2,200 Sq. Yd.",5,5,1,0,1,1,1,0,1,0,0,0,1,PKR45 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",450 Sq. Yd.,6,8,0,0,0,0,0,0,0,0,1,0,0,PKR11 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.56 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.6 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.8 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.9 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.8 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.3 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR10.5 Crore
"North Karachi Buffer Zone, Karachi, Sindh",120 Sq. Yd.,-,-,0,0,1,1,1,0,0,0,0,0,1,PKR2.2 Crore
"DHA Defence, Karachi, Sindh",800 Sq. Yd.,8,6,1,1,2,2,1,1,1,1,0,1,1,PKR27 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,1,1,1,0,0,0,0,0,1,PKR9.75 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.45 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,2,1,0,1,0,0,1,1,PKR6.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,4,1,1,1,2,1,0,1,0,0,1,1,PKR13 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,4,1,0,1,1,1,1,1,1,0,1,1,PKR27 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,0,PKR1.75 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,0,1,0,0,1,1,PKR17 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,4,4,1,0,0,1,1,0,0,0,0,0,1,PKR6.25 Crore
"Naya Nazimabad, Karachi, Sindh",160 Sq. Yd.,4,4,1,0,0,0,1,0,0,0,0,0,1,PKR3.5 Crore
"DHA Defence, Karachi, Sindh",125 Sq. Yd.,2,2,1,0,0,1,0,1,0,0,0,1,1,PKR3.85 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR7.45 Crore
